OTU_ID	C1_A	C10_A	C10_B	C10_C	C11_A	C11_B	C11_C	C12_A	C12_B	C12_C	C2_A	C2_B	C2_C	C3_A	C3_B	C4_A	C4_B	C4_C	C5_A	C5_B	C5_C	C6_B	C6_C	C7_A	C7_B	C7_C	C8_A	C8_B	C8_C	C9_A	C9_B	C9_C	J1_A	J1_B	J1_C	J10_A	J10_B	J10_C	J11_A	J11_B	J11_C	J12_A	J12_B	J12_C	J13_A	J13_B	J13_C	J14_A	J14_B	J14_C	J15_A	J15_B	J15_C	J16_A	J16_B	J16_C	J17_A	J17_B	J17_C	J18_A	J18_B	J18_C	J19_A	J19_B	J19_C	J2_A	J2_B	J2_C	J20_A	J20_B	J20_C	J21_A	J21_B	J21_C	J22_A	J22_B	J22_C	J23_A	J23_B	J23_C	J24_A	J24_B	J24_C	J3_A	J3_B	J3_C	J4_A	J4_B	J4_C	J5_A	J5_B	J5_C	J6_A	J6_B	J6_C	J7_A	J7_B	J7_C	J8_A	J8_B	J8_C	J9_A	J9_B	J9_C	M1_A	M1_B	M1_C	M10_A	M10_B	M10_C	M11_A	M11_B	M11_C	M12_A	M12_B	M12_C	M2_A	M2_B	M2_C	M3_A	M3_B	M3_C	M4_A	M4_B	M4_C	M5_A	M5_B	M5_C	M6_B	M6_C	M7_A	M7_B	M7_C	M8_A	M8_B	M8_C	M9_A	M9_B	M9_C	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
338	25	81	167	14	229	0	0	142	62	69	964	212	19	95	175	236	112	356	29	0	0	51	199	124	236	96	131	15	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	185	0	0	0	0	3	0	0	0	0	473	231	14	0	151	4	1669	47	0	10	0	0	6	0	6	0	0	11	3	9	0	0	0	;Fusidium	Fusidium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	30	2661	0	0	21	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	725	13	3	54	37	0	6	4	0	1562	17	3	2220	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Hymenoscyphus	Hymenoscyphus	13	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Undefined Saprotroph	Microfungus	NULL	Possible	Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)	b'Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)'
13	273	9	34	16	0	0	11	427	375	354	26	36	17	17	148	180	130	121	54	87	223	51	66	433	409	65	62	186	111	25	35	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	388	26	42	34	0	13	0	0	23	30	0	25	20	0	0	0	13	42	32	0	210	625	0	95	0	97	55	18	67	298	37	102	107	26	;Capnodiaceae	Capnodiaceae	9	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	Most species are apparently saprobic, usually on insect exudates on leaves and branches (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
235	55	57	123	902	70	5	54	12	19	88	32	61	16	15	58	11	0	6	13	50	79	21	25	33	42	24	25	31	10	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	8	0	10	23	27	24	0	96	3	0	2	12	55	7	0	0	0	232	55	29	0	10	0	8	87	0	5	9	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	31	2	0	0	0	0	2	268	77	438	591	231	12	0	4	405	0	4	14	85	158	38	0	46	99	260	18	0	0	89	0	708	0	43	0	29	151	22	0	91	0	18	;Acremonium	Acremonium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	Endophyte detection method-culture (Hanada et al. 2010, Del Olmo-Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008))'
76	71	224	397	213	413	124	145	73	320	284	137	25	23	104	141	370	237	149	129	142	122	169	397	40	127	0	37	48	12	173	256	67	0	2	0	0	0	0	0	0	0	0	0	0	0	13	41	11	0	0	0	20	0	0	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	9	0	10	0	37	0	0	22	5	21	189	28	61	126	98	21	34	0	0	0	8	19	5	30	0	0	5	0	0	125	72	7	85	8	12	44	18	29	8	18	;Periconia	Periconia	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010); Endophyte Host - Asteraceae, Musaceae (Costa et al. 2012)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Mandyam K, et al. 2012. Mycorrhiza 22:109-119 ((https://doi.org/10.1007/s00572-011-0386-y)); Knapp DG, et al. 2012. PLOS ONE 7:e32570 (( https://doi.org/10.1371/journal.pone.0032570)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
226	0	0	0	0	0	10	5	0	0	0	107	49	38	59	159	49	16	0	36	0	0	37	47	0	0	0	80	0	0	8	32	10	2	108	0	5	0	0	20	40	10	24	101	60	5	10	18	368	14	54	157	58	511	1040	20	154	253	77	50	47	64	11	137	61	53	12	0	0	329	471	174	18	9	21	17	194	0	68	108	19	18	0	0	18	2	0	284	0	25	9	8	0	20	10	23	9	3	6	25	121	0	12	18	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Clavicipitaceae	Clavicipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Epiphyte-Fungal Parasite-Insect Parasite	Microfungus	NULL	Possible	Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
104	168	64	31	9	199	38	33	19	301	254	160	45	45	19	78	37	25	0	262	22	36	0	4	66	0	12	193	78	43	68	68	0	0	16	0	24	0	0	0	0	0	0	0	0	41	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	27	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	3	0	0	279	5	77	31	34	16	147	13	24	11	15	11	407	238	143	6	470	158	455	93	3	41	0	5	112	522	18	17	14	25	197	0	34	0	0	;Preussia	Preussia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
385	27	45	233	0	252	419	44	1795	12	18	0	168	155	4	213	27	191	160	10	418	9	17	338	0	0	59	17	552	26	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	46	0	28	0	0	0	0	0	0	59	6	0	0	0	0	0	0	0	0	0	0	27	9	0	0	0	0	0	0	263	25	16	;Flagelloscypha	Flagelloscypha	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	8	17	14	13	57	14	49	40	39	60	39	130	56	138	28	17	124	9	28	16	139	85	140	145	622	481	42	69	145	70	145	98	49	23	44	8	65	130	70	57	25	56	86	39	60	80	101	41	73	130	65	59	42	219	245	437	14	17	51	14	25	80	94	90	56	10	17	63	25	49	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Westerdykella	Westerdykella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	12	264	0	0	0	0	25	12	1373	297	0	3634	30	152	0	20	4	;Immersiella	Immersiella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
217	0	50	27	0	69	0	6	0	41	57	93	45	0	0	56	17	21	0	46	34	71	16	17	4	6	0	0	42	8	11	11	12	5	9	0	14	0	0	6	0	5	8	9	0	22	14	0	13	5	13	22	0	24	8	0	263	0	10	3	14	0	17	16	0	7	19	35	3	19	47	0	6	23	0	13	23	14	0	0	4	12	2	29	13	4	0	21	28	8	15	0	0	9	0	2	12	6	6	18	0	3	5	0	12	0	13	178	88	61	241	225	33	0	27	5	16	51	23	24	0	0	3	35	23	0	20	186	13	13	9	137	226	713	295	48	26	1126	259	65	;Clonostachys	Clonostachys	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
272	0	21	23	78	37	90	63	23	56	147	11	19	28	0	50	40	62	61	14	188	262	0	0	0	0	0	4	21	0	70	128	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	42	90	52	257	125	116	131	42	109	16	141	41	94	21	209	779	30	63	243	343	528	132	0	402	11	6	0	14	0	19	73	18	23	25	;Gaeumannomyces	Gaeumannomyces	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
153	100	7	0	16	362	75	213	90	79	50	44	21	33	16	34	74	63	27	286	120	294	25	27	92	99	22	43	59	70	16	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	73	8	68	0	162	240	76	314	319	27	145	36	9	0	36	478	37	28	5	69	0	0	262	53	87	16	95	37	21	5	197	107	38	;Scytalidium	Scytalidium	13	Saprotroph	Wood Saprotroph	NULL	Soft Rot	Probable	NULL	b'Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
60	15	15	0	4	0	0	14	4	0	6	335	59	50	4	46	26	62	9	24	14	8	5	66	7	0	0	14	4	5	0	10	3	126	29	70	61	13	24	767	55	60	34	6	19	42	0	0	149	0	280	0	35	9	0	0	0	10	0	15	4	8	10	89	82	289	0	0	4	0	0	0	0	16	0	0	0	12	51	21	59	21	0	58	8	0	20	13	0	8	151	16	27	5	0	0	60	15	13	794	489	75	0	4	0	0	0	6	12	5	0	30	55	41	22	0	7	52	64	25	0	17	0	30	14	0	12	0	0	28	15	0	9	0	0	0	0	0	0	0	;Paraphaeosphaeria	Paraphaeosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
204	0	721	452	58	152	11	62	14	9	57	104	10	31	70	119	0	3	0	78	70	59	4	15	59	26	4	167	47	14	32	20	24	0	0	0	0	0	0	0	0	0	0	0	0	216	27	152	141	31	0	370	375	483	42	10	18	59	8	0	21	23	22	34	145	0	0	0	0	0	24	0	146	6	49	66	6	7	9	0	26	48	24	8	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	3	2	0	0	0	12	0	0	10	0	0	0	0	0	0	7	0	0	38	12	0	0	29	11	183	5	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	;Coniella	Coniella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	28	22	4	4	0	45	12	56	55	88	133	98	555	0	410	51	165	324	93	346	493	0	661	122	8	14	18	78	37	0	0	16	0	29	9	99	13	32	271	10	23	16	49	85	0	0	0	15	6	0	0	0	0	44	122	33	0	0	3	0	11	16	20	49	5	15	5	2	228	97	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Hyaloscyphaceae	Hyaloscyphaceae	9	Saprotroph	Plant Saprotroph-Wood Saprotroph	Microfungus	NULL	Probable	Saprobic on woody and herbaceous material (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
479	7	0	0	0	19	44	31	102	84	212	6	27	23	0	0	0	0	0	0	262	0	0	0	0	0	2	34	17	65	7	0	0	75	6	0	85	60	25	63	11	0	30	0	12	23	86	169	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	16	106	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	38	67	0	0	0	0	0	25	0	0	0	0	0	0	0	0	251	40	55	77	221	0	114	114	101	0	146	20	263	168	68	0	38	0	0	125	0	135	103	53	52	0	141	0	14	450	172	33	69	132	0	;Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
8	28	149	121	19	35	11	23	6	94	102	109	37	0	145	32	59	72	15	377	79	176	33	48	0	75	0	143	32	6	8	38	31	6	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	24	0	33	0	0	0	7	0	0	7	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	13	5	0	0	0	0	150	3	168	92	27	129	16	0	44	54	82	22	215	266	0	0	33	38	92	59	0	8	83	35	78	13	571	156	0	88	171	9	56	4	0	;Lasiodiplodia	Lasiodiplodia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
432	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	11	0	0	0	6	0	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	46	1152	240	84	193	420	144	295	227	124	31	81	90	0	0	0	11	0	0	13	0	0	202	28	47	466	318	34	58	59	133	94	128	;Geminibasidium	Geminibasidium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
198	5	33	4	0	36	0	0	38	222	465	16	0	0	259	2166	212	141	35	14	3	43	0	12	0	5	0	105	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	85	149	223	3	58	23	0	8	7	0	18	15	21	0	35	88	6	27	0	0	0	0	21	236	16	0	0	0	4	0	26	4	0	;Coniochaeta	Coniochaeta	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington (ISBN: 978-0864730015); Damm U, et al. 2010. Persoonia 24:60-80 ((http://doi.org/10.3767/003158510X500705)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/:10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	159	316	8	502	0	392	15	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	406	0	156	0	0	0	0	0	128	7	0	0	0	0	0	0	0	82	0	62	0	0	0	0	15	0	27	0	0	13	221	275	591	17	0	0	620	314	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Archaeosporales	Archaeosporales	7	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
423	30	583	138	268	51	7	372	0	752	170	10	0	9	100	54	274	56	12	414	19	55	43	125	184	170	32	82	0	0	36	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	15	0	0	4	0	0	;Atractiella	Atractiella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
105	27	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	2	0	31	0	0	0	0	21	5	0	57	12	0	0	0	7	25	32	0	112	22	0	14	7	0	22	19	27	84	56	0	122	0	0	9	0	47	153	0	14	13	16	0	17	38	0	26	24	0	28	61	22	0	0	0	0	56	0	16	0	0	5	0	0	11	12	0	23	28	0	25	0	0	40	15	0	0	14	8	24	0	0	6	11	0	0	4	0	0	8	76	50	121	0	107	17	37	42	35	0	344	203	156	0	163	12	137	46	9	42	0	0	302	61	91	40	93	107	136	0	189	52	19	;Sporormiella	Sporormiella	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
206	0	7	49	0	0	0	4	0	0	0	5	12	12	2	0	0	0	0	3	0	0	0	4	0	0	0	2	0	3	0	0	0	0	0	0	0	0	3	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	59	25	26	1166	0	0	6	39	28	11	4	5	16	0	3	0	0	0	0	12	0	0	240	1475	38	101	0	90	0	284	194	0	17	;Colletotrichum	Colletotrichum	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
182	0	0	0	3	17	8	4	13	90	77	498	428	83	0	0	2	0	0	86	12	20	0	0	0	4	0	62	55	38	5	0	0	0	0	0	44	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	33	271	683	0	0	0	0	118	0	0	0	0	0	164	248	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	104	438	0	0	0	11	10	0	41	0	24	0	0	0	51	74	4	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	15	0	0	3	0	;Scutellinia	Scutellinia	13	Saprotroph	Undefined Saprotroph	Pezizoid	NULL	Probable	Common name - eye lash cup	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
391	0	0	0	0	234	0	0	0	203	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	671	0	140	9	0	632	0	8	13	0	0	0	0	0	116	0	3	0	0	0	0	0	0	77	3	0	0	6	182	96	28	;Oliveonia	Oliveonia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
237	0	0	0	0	0	0	0	0	54	8	0	0	0	0	14	0	9	0	20	0	12	3	19	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	542	2258	14	23	763	0	0	10	0	0	55	0	0	0	0	0	0	0	0	0	0	5	0	0	0	11	17	61	53	6	0	;Sarocladium	Sarocladium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
403	154	19	7	21	0	8	0	101	67	34	100	112	81	33	60	41	0	10	37	8	23	0	33	38	60	48	185	150	156	0	17	7	13	0	10	10	8	7	27	30	9	13	26	18	21	5	0	12	21	0	0	8	29	10	0	6	17	19	5	8	10	32	0	6	0	9	18	2	11	16	0	8	5	0	21	0	49	12	0	7	18	20	41	14	14	9	11	8	7	17	17	10	0	12	0	9	0	7	4	3	0	15	21	0	0	27	15	36	19	0	47	81	103	72	337	0	32	13	34	0	33	16	64	117	14	16	0	5	35	25	9	86	6	42	74	23	62	9	10	;Ganoderma	Ganoderma	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Polyporoid	White Rot	Highly Probable	Lignicolous, causing sometimes agressive white rots of timber (Cannon & Kirk 2007)	b'Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
72	0	21	47	16	4	0	0	0	7	68	1130	22	2	111	0	0	0	0	2	0	0	4	11	92	10	0	23	4	0	8	78	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	44	3	4	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	174	61	0	0	0	0	12	0	25	26	0	0	0	0	0	0	0	0	0	613	37	0	79	0	750	2	76	36	0	0	;Melanommataceae	Melanommataceae	9	Saprotroph	Wood Saprotroph	Microfungus	NULL	Probable	Saprobic on wood and bark (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
